,name,longitud,latitud,regular,premium,diesel
2344,"PETROMAX, S.A. DE C.V.",-99.17842,19.52987,20.35,21.4,
2345,"PETROMAX, S.A. DE C.V.",-103.4854,25.59509,,,21.1
2346,"PETROMAX, S.A. DE C.V.",-100.9463,25.53754,,21.4,
2347,"PETROMAX, S.A. DE C.V.",-98.35895,26.05935,14.65,16.6,
2348,"PETROMAX, S.A. DE C.V.",-106.1422,28.70224,,21,
2349,"PETROMAX, S.A. DE C.V.",-100.2729,25.68494,19.99,,
2350,"ARY SUPER SERVICIOS IV, SA DE CV",-103.3939,25.51376,,21.34,
2351,"PETROMAX, S.A. DE C.V.",-103.2512,20.45484,20.5,21.89,
2352,"PETROMAX, S.A. DE C.V.",-100.3175,25.72574,19.99,,
2353,"Gasolinería Colegio Militar, S.A. de C.V.",-99.1646,19.26855,,21.49,
2354,"GRUPO OCTANO, S.A. DE C.V.",-104.8922,21.47978,20.91,22.58,
2355,"Suministro y Limpieza de Autobuses, S.A. de C.V.",-99.14,19.48179,20.4,21.34,21.75
2356,"GRUPO OCTANO, S.A. DE C.V.",-103.4529,20.6932,,22.23,
2357,"COMBUSTIBLES MB DE LA COSTA, S.A. DE C.V.",-95.79509,15.94528,19.73,21.42,21.57
2358,"PETROMAX, S.A. DE C.V.",-98.40625,26.04127,14.65,16.6,
2359,"SERVICIOS DEL VALLE DEL FUERTE, S.A. DE C.V.",-108.9943,25.79409,19.71,21.87,
2360,"GRUPO OCTANO, S.A. DE C.V.",-105.3207,20.74955,21.3,22.54,
2361,"ESTACION HIPODROMO, S.A. DE C.V.",-116.9981,32.51191,19.29,,
2362,"Diaz Gas, S.A. de C.V.",-106.4809,31.74264,13.93,,
2363,"ESTACION DE SERVICIO PITS, S. DE R.L. DE C.V.",-116.9417,32.48495,18.89,19.99,
2364,"GRUPO OCTANO, S.A. DE C.V.",-104.904,21.52525,20.91,22.58,21.59
2365,"BP ESTACIONES Y SERVICIOS ENERGETICOS, S.A. DE C.V.",-116.931,32.5438,19.09,20.49,20.19
2366,GRUPO GOCALVI SA DE CV,-106.4088,31.6654,13.99,16.09,
2367,"PETROMAX, S.A. DE C.V.",-100.8398,25.61303,,21.5,
2368,"PETROMAX, S.A. DE C.V.",-98.22788,26.04685,14.65,16.6,
2369,"PETROMAX, S.A. DE C.V.",-98.27101,26.08634,14.65,16.6,
2370,"PETROMAX, S.A. DE C.V.",-100.1764,25.69438,19.99,,
2371,"GRUPO OCTANO, S.A. DE C.V.",-105.3031,20.74488,21.3,22.54,22.23
2372,"Diaz Gas, S.A. de C.V.",-106.407,31.64269,13.92,15.94,
2373,"ESTACION AMBAR, S. DE R.L. DE C.V.",-116.9228,32.53723,,20.49,
2374,"PETROMAX, S.A. DE C.V.",-100.998,25.45015,,21.4,
2375,"COMERCIAL PETROLIFERA, S.A. DE C.V.",-105.2707,20.73753,19.89,21.19,
2376,"PETROMAX, S.A. DE C.V.",-98.37684,26.05171,14.65,16.6,
2377,MULTISERVICIOS LA PILARICA SA DE CV ,-108.9733,25.79476,20.52,22.92,
2378,"ESTACION AMBAR, S. DE R.L. DE C.V.",-117.0529,32.49525,19.09,20.49,
2379,Becktrop Operadora SA de CV,-103.4197,20.68804,21.32,22.72,21.9
2380,"SERVICIO CIBOLA, S.A. DE C.V.",-117.0559,32.39319,18.79,20.29,
2381,"SERVICIO EFIGAS, S. DE R.L. DE C.V.",-116.949,32.52652,19.19,20.59,
2382,"SERVICIO CIBOLA, S.A. DE C.V.",-116.9643,32.50297,18.99,,20.19
2383,GRUPO GASOLINERO ROMCAL S.A. DE C.V.,-101.7064,22.63596,19.37,19.76,21.78
2384,"ESTACION RAEL, S. DE R.L. DE C.V.",-117.0305,32.49149,19.19,20.49,
2385,"PETROMAX, S.A. DE C.V.",-100.3196,25.70392,19.99,,
2386,"GRUPO OCTANO, S.A. DE C.V.",-105.2228,20.62714,20.98,22.19,
2387,"PETROMAX, S.A. DE C.V.",-98.35052,26.04279,14.65,16.6,
2388,"PETROMAX, S.A. DE C.V.",-97.47758,25.86598,,15.61,
2389,"Ary Super Servicios I, SA de CV",-103.4926,25.58082,,21.34,
2390,GASOLINERÍA EL CAPITAN SA DE CV,-99.17616,19.4153,19.98,21.47,
2391,"SERVICIO CIBOLA, S.A. DE C.V.",-100.9801,29.32497,,,20.57
2392,"PETROMAX, S.A. DE C.V.",-98.3122,26.06018,14.65,16.6,
2393,HIDROCARBUROS EXPRESS OCOZOCOAUTLA SA DE CV ,-92.13802,15.66675,,23.27,
2394,GRUPO GOCALVI SA DE CV,-106.5588,31.77539,,,18.44
2395,ORBA GAS SA DE CV,-100.55,28.7,15.79,,
2396,GRUPO EMPRESARIAL CACHANILLA SA DE CV,-115.5103,32.62274,,,20.38
2397,"Estación de Servicios Costeña, S.A. de C.V.",-98.87991,19.39925,20.29,,
2398,MULTISERVICIOS LA PILARICA SA DE CV ,-109.0235,25.80817,20.52,22.92,22.26
2399,"GRUPO OCTANO, S.A. DE C.V.",-100.7929,19.90299,,,23.06
2400,"PETROMAX, S.A. DE C.V.",-100.1731,25.62543,19.84,,
2401,"PETROMAX, S.A. DE C.V.",-100.2486,25.78408,19.99,,
2402,"ESTACION HIPODROMO, S.A. DE C.V.",-116.9517,32.50465,19.09,20.49,
2403,EL EDEN GUTIERREZ & ARAMONI SERVICIOS SA DE CV ,-93.30972,16.76678,,,20.38
2404,"VILLAFLORESTA DE TIJUANA, S.A. DE C.V.",-116.9372,32.47997,19.19,,
2405,"PETROMAX, S.A. DE C.V.",-98.19566,26.0128,14.65,16.6,
2406,"PETROMAX, S.A. DE C.V.",-100.2367,25.86027,19.99,,
2407,servicios energeticos plaza industrial sa de cv ,-100.9964,25.46486,19.69,20.79,21.05
2408,"Inmobiliaria Parque Civac, S.A. de C.V.",-99.16859,18.91005,19.89,20.99,21.49
2409,"Servicio Agua Brava, S.A. de C.V.",-99.13345,19.30831,,21.59,
2410,"COMBU-EXPRESS, S.A. DE C.V.",-102.9302,20.37663,,21.79,
2411,"PETROMAX, S.A. DE C.V.",-99.18764,19.38079,20.35,21.4,
2412,GENERAL DE COMBUSTIBLES COLIMA SA DE CV,-104.3395,19.12105,19.65,20.65,
2413,"OPERADORA GALFOX, SA DE CV",-100.5383,28.69786,15.57,,
2414,"PETROMAX, S.A. DE C.V.",-98.32571,26.07711,14.65,16.6,
2415,ABASTECEDORA DE COMBUSTIBLES DEL SURESTE SA DE CV ,-92.15979,14.67243,19.71,20.99,
2416,"PETROMAX, S.A. DE C.V.",-100.2974,25.75324,19.99,,
2417,"PETROMAX, S.A. DE C.V.",-100.2656,25.68003,19.99,,
2418,"PETROMAX, S.A. DE C.V.",-98.32381,26.07018,14.65,16.6,
2419,COMBUSTIBLES Y LUBRICANTES ATENAS SA DE CV,-106.0961,28.72977,19.75,21,20.9
2420,"ESTACION LA VICTORIA, S.A. DE C.V.",-117.0118,32.53125,19.09,20.39,
2421,"COMBU-EXPRESS, S.A. DE C.V.",-104.3036,19.09598,19.75,20.9,
2422,GRUPO 65 SA DE CV,-103.7395,19.27286,19.85,21,21.55
2423,"ESTACION DE SERVICIO LEON, S.DER.L. DE C.V.",-100.0968,20.46216,20.69,21.89,
2424,"INDUSTRIAS CEBRA, S.A. DE C.V. ",-103.3643,20.63894,20.64,,21.54
2425,"PETROMAX, S.A. DE C.V.",-100.359,25.7197,19.99,,
2426,"SERVICIOS GASOLINEROS DE MEXICO, S.A. DE C.V.",-100.9668,25.42703,19.99,,21.39
2427,"Diaz Gas, S.A. de C.V.",-106.4074,31.68314,13.92,15.94,
2428,"DIGEPE, S.A. DE C.V. (07356)",-100.7242,20.90505,,21.91,
2429,"PETROMAX, S.A. DE C.V.",-100.4386,25.67901,19.99,,
2430,"PETROMAX, S.A. DE C.V.",-103.4788,25.56364,,,21.1
2431,"PETROMAX, S.A. DE C.V.",-103.2545,20.61732,20.6,21.89,
2432,"Gasolinería Veneto, S.A. de C.V.",-99.12277,19.65666,,21.49,
2433,"PETROMAX, S.A. DE C.V.",-100.9678,25.49093,,21.15,
2434,"PETROMAX, S.A. DE C.V.",-101.0159,25.41419,19.59,,
2435,"PETROMAX, S.A. DE C.V.",-103.4194,20.61091,20.6,21.99,
2436,SERVICIO MUZQUIZ S.A.,-101.5306,27.89273,19.94,21.04,21.85
2437,"DIGEPE, S.A. DE C.V. (07356)",-100.6528,21.01261,20.29,,21.71
2438,"PETROMAX, S.A. DE C.V.",-99.16546,19.63085,,,20.75
2439,"PETROMAX, S.A. DE C.V.",-100.1725,25.75881,19.99,,
2440,"Servicio Casal de Durango, S.A. de C.V.",-104.6984,24.43446,19.63,21.19,20.9
2441,"Fuente de Carga Frigga, S.A. de C.V.",-99.27599,19.40762,,21.49,
2442,"PETROMAX, S.A. DE C.V.",-99.2421,19.56659,,21.4,
2443,PROMOTORA DE SERVICIOS OCOZOCOAUTLA SA DE CV      ,-93.29664,16.76811,,,20.38
2444,"BP ESTACIONES Y SERVICIOS ENERGETICOS, S.A. DE C.V.",-99.12744,19.31672,20.79,21.99,
2445,"GRUPO OCTANO, S.A. DE C.V.",-101.1363,19.96015,,,22.94
2446,"SERVICIOS DEL VALLE DEL FUERTE, S.A. DE C.V.",-109.0221,25.77642,20.53,22.92,22.15
2447,"PETROMAX, S.A. DE C.V.",-100.2887,25.76551,19.94,,
2448,"ESTACION RAEL, S. DE R.L. DE C.V.",-115.5549,32.59245,18.29,19.79,
2449,"Servicio Granada, S.A. de C.V.",-99.07566,19.64,20.59,,
2450,"PETROMAX, S.A. DE C.V.",-106.0861,28.66151,,,20.79
2451,"PETROMAX, S.A. DE C.V.",-101.0064,25.45446,,21.4,
2452,CORPORATIVO ARPE SA DE CV,-106.1502,28.71699,19.75,21,20.9
2453,"PETROMAX, S.A. DE C.V.",-100.3696,25.66981,19.99,,
2454,"SERVICIO ROMALSA, S.A. DE C.V.",-102.7334,21.84296,20.72,22.09,22.05
2455,"JG ESTACIONES DE SERVICIO, S.A. DE C.V.",-117.0479,32.40914,18.79,20.29,
2456,"PETROMAX, S.A. DE C.V.",-100.5097,25.69306,19.89,,
2457,SERVICIO ROSA S.A. DE C.V.,-116.5914,31.84799,18.39,19.48,
2458,HIDROCARBUROS EPAZOYUCAN S.A DE C.V.,-98.63866,20.01397,19.06,,20.56
2459,"PETROMAX, S.A. DE C.V.",-100.3207,25.66751,,21.75,
2460,"PETROMAX, S.A. DE C.V.",-101.0904,25.26543,,21.5,
2461,"PETROMAX, S.A. DE C.V.",-98.27431,25.98758,14.65,16.6,
2462,"PETROMAX, S.A. DE C.V.",-100.24,25.85541,19.99,,
2463,"SERVICIOS DEL VALLE DEL FUERTE, S.A. DE C.V.",-109.0072,25.77955,20.72,23.11,22.23
2464,"PETROMAX, S.A. DE C.V.",-117.0592,32.36537,,19.99,
2465,"PETROMAX, S.A. DE C.V.",-100.2683,25.60693,,21.75,
2466,MULTISERVICIOS LA PILARICA SA DE CV ,-108.9428,25.79961,,,21.45
2467,RAMCAL SA DE CV,-104.2583,19.0389,19.8,21.11,21.6
2468,"PETROMAX, S.A. DE C.V.",-103.2741,20.62028,20.5,21.89,
2469,"PETROMAX, S.A. DE C.V.",-100.1889,25.49524,19.99,,
2470,SERVICIO MARTIN SA DE CV,-102.2888,21.88947,,21.2,
2471,MULTISERVICIOS LA PILARICA SA DE CV ,-108.9927,25.76679,20.52,22.92,22.26
2472,"PETROMAX, S.A. DE C.V.",-100.4599,25.66529,19.99,,
2473,"PETROMAX, S.A. DE C.V.",-98.29046,26.09215,14.65,16.6,
2474,DALCON SA DE CV,-102.2698,21.85173,,21.39,
2475,"GRUPO OCTANO, S.A. DE C.V.",-105.276,20.71072,21.3,22.54,22.23
2476,"SERVICIO VILLAS DEL PILAR, S.A. DE C.V.",-102.3077,21.84497,20.06,21.38,21.83
2477,"Gasolinería Mallorca, S.A. de C.V. ",-99.02151,19.25752,20.59,21.59,
2478,LATANST SA DE CV,-98.9109,20.2175,19.38,20.63,21
2479,"Tulti Estación, S.A. de C.V.",-99.13567,19.64001,,21.49,
2480,"PETROMAX, S.A. DE C.V.",-100.2871,25.73661,19.89,21.65,
2481,"PETROMAX, S.A. DE C.V.",-98.29394,26.07309,14.65,16.6,
2482,"Servicio Santa Fe, S.A. de C.V.",-104.6377,24.03353,19.99,21.08,21.56
2483,"Gasolinería Cúpula, S.A. de C.V.",-99.05207,19.57208,,21.49,
2484,Autoservicio La Otra S.A de C.V.,-104.4193,29.55163,14.79,16.65,20.11
2485,"PETROMAX, S.A. DE C.V.",-100.1985,25.75267,19.99,,
2486,"PETROMAX, S.A. DE C.V.",-100.2766,25.70874,,21.35,
2487,"Estación de Servicio Rancho Verde, S.A. de C.V.",-99.04448,19.56669,,21.49,
2488,SERVICIO LOS OLIVOS S.A. DE C.V.(E4394),-116.5828,31.86382,,19.48,20.19
2489,"PETROMAX, S.A. DE C.V.",-100.2634,25.71057,,21.05,
2490,"PETROMAX, S.A. DE C.V.",-100.9836,25.45791,,21.15,
2491,servicios energeticos plaza industrial sa de cv ,-100.5909,25.27493,20.25,21.49,21.58
2492,"ESTACION RAEL, S. DE R.L. DE C.V.",-116.888,32.51298,19.09,20.59,
2493,"PETROMAX, S.A. DE C.V.",-98.31477,26.04473,14.65,16.6,
2494,"PETROMAX, S.A. DE C.V.",-100.1361,25.65684,19.99,,
2495,"SERVICIOS DEL VALLE DEL FUERTE, S.A. DE C.V.",-108.9767,25.79107,20.53,22.92,22.15
2496,gasolinera metropolitana sa de cv,-100.975,25.41525,19.89,21.44,21.39
2497,CONSORCIO OPERATIVO OCOZOCOAUTLA SA DE CV ,-93.87355,16.23048,19.73,21.42,21.57
2498,"SERVICIOS DEL VALLE DEL FUERTE, S.A. DE C.V.",-108.9864,25.77663,20.72,23.11,22.23
2499,"Mini Servicio Jet, S.A. de C.V.",-99.1517,19.33291,,21.59,
2500,"PETROMAX, S.A. DE C.V.",-100.243,25.76412,19.99,,
2501,"GRUPO OCTANO, S.A. DE C.V.",-104.8809,21.51005,19.89,21.39,21.59
2502,"SERV.EL TRIANGULO DEL REFUGIO,S.DER.L.DEC.V.",-117.0456,32.52269,19.19,20.49,
2503,"ARY SUPER SERVICIOS III, SA DE CV",-103.4356,25.54233,,21.03,
2504,SERVICIO MARTIN SA DE CV,-102.2441,21.86697,20.13,21.45,21.61
2505,"SERVICIO LOS CUES, S.A. DE C.V.",-99.0999,20.2467,,21.05,
2506,"PETROMAX, S.A. DE C.V.",-98.29431,26.06401,14.65,16.6,
2507,PARADERO STA MARIA  S.A. DE C.V.,-101.4097,26.75702,20.24,21.05,21.38
2508,"SERVICIO EXPRESS DE COMBUSTIBLES, S.A. DE C.V.",-93.40465,16.34696,19.87,,21.52
2509,"PETROMAX, S.A. DE C.V.",-100.245,25.84843,19.99,,
2510,"PETROMAX, S.A. DE C.V.",-100.1526,25.7325,19.99,,
2511,DISTRIBUIDORA DE COBUSTIBLES LAS CAÑADAS SA DE CV ,-92.27808,17.11021,20.1,,
2512,"GASMAX, S.A. DE C.V.",-117.0615,32.50606,18.95,20.29,
2513,"PETROMAX, S.A. DE C.V.",-116.6105,31.88323,,19.99,
2514,GASOLINERA TERAN SA DE CV,-93.16075,16.7565,19.17,20.29,21.02
2515,"Gasolinería Monteblanco, S.A. de C.V.",-99.11065,19.6428,20.59,,
2516,"SERVICIO SAN BERNARDO, S.A. DE C.V.",-100.3887,28.3347,15.58,18.02,20.74
2517,CORPORATIVO ARPE SA DE CV,-106.1215,28.60305,19.75,21,20.9
2518,"GRUPO OCTANO, S.A. DE C.V.",-101.1903,19.72294,,,22.57
2519,"ESTACION CUCAPAH, S.A. DE C.V.",-116.8729,32.51395,,20.09,
2520,"PETROMAX, S.A. DE C.V.",-100.397,25.76518,,21.15,
2521,"PETROMAX, S.A. DE C.V.",-100.4021,25.67,19.99,,
2522,"SERVICIO CIBOLA, S.A. DE C.V.",-116.853,32.51282,19.19,20.49,
2523,Servicio Puente Contadero S.A. De C.V.,-99.3023,19.35028,20.79,21.99,
2524,"ESTACION RIO TIJUANA, S. DE R.L. DE C.V.",-116.847,32.4689,19.29,20.49,
2525,SERVICIOS VILLALOBOS SA ,-102.2898,21.8348,20.35,21.55,21.95
2526,COMBUSTIBLES DE ACAMBARO SA ,-100.7283,20.01938,19.6,20.97,20.9
2527,"PETROLIFEROS LA TERRITORIAL, S. DE R.L. DE C.V.",-105.3472,20.76211,21.29,,22.17
2528,"Diaz Gas, S.A. de C.V.",-106.3489,31.62791,13.89,15.94,
2529,"GRUPO OCTANO, S.A. DE C.V.",-101.15,19.69432,20.72,21.85,
2530,"PETROMAX, S.A. DE C.V.",-106.1183,28.62766,,,20.99
2531,"PETROMAX, S.A. DE C.V.",-99.07513,19.3335,20.35,21.4,
2532,SERVICIO SAN FRANCISCO DE LOS ROMO DE AGS SA DE CV,-102.2729,22.07574,,21.54,
2533,TORO GRUPO GASOLINERO SA DE CV,-102.296,22.17901,20.35,,
2534,"PETROMAX, S.A. DE C.V.",-100.2535,25.72883,19.99,,
2535,"GRUPO OCTANO, S.A. DE C.V.",-104.8682,21.47683,20.91,22.58,21.59
2536,"SERVICIO DRAKO, S. DE R.L. DE C.V.",-116.9091,32.49984,18.79,20.49,
2537,"SERVICIOS DEL VALLE DEL FUERTE, S.A. DE C.V.",-109.3231,25.86532,19.74,,21.45
2538,"PETROMAX, S.A. DE C.V.",-100.4262,25.67491,19.99,,
2539,"GRUPO OCTANO, S.A. DE C.V.",-100.8826,19.80758,,,22.59
2540,"ESTACION LA VICTORIA, S.A. DE C.V.",-117.024,32.52136,19.19,20.49,
2541,SERVICIO ZENOTE S.A. DE C.V.,-86.86021,21.15723,19.74,21.24,
2542,"Diaz Gas, S.A. de C.V.",-106.4565,31.75163,12,14.67,
2543,"PETROMAX, S.A. DE C.V.",-98.30024,26.04308,14.65,16.6,
2544,"GRUPO OCTANO, S.A. DE C.V.",-103.6072,20.73159,,22.07,
2545,"PETROMAX, S.A. DE C.V.",-103.4448,20.5867,20.6,21.99,
2546,"PETROMAX, S.A. DE C.V.",-98.15037,25.59716,14.65,16.6,
2547,"SERVICIOS DEL VALLE DEL FUERTE, S.A. DE C.V.",-108.9258,25.94688,20.53,22.92,22.15
2548,"PETROMAX, S.A. DE C.V.",-100.0855,25.63737,19.99,,
2549,Operadora Alianza de Estaciones de Servicio SADECV,-99.27911,19.38935,,21.49,
2550,"PETROMAX, S.A. DE C.V.",-100.2875,25.82599,19.99,,
2551,MULTISERVICIOS LA PILARICA SA DE CV ,-108.9828,25.77471,20.52,22.92,22.26
2552,"EST. DE SERV. PUERTA DE MEXICO,S.DER.L.DECV",-117.0121,32.51887,19.19,20.49,
2553,"GRUPO OCTANO, S.A. DE C.V.",-104.2104,19.80574,16.6,18.53,17.3
2554,"PETROMAX, S.A. DE C.V.",-103.4232,25.54993,,,21.2
2555,"PETROMAX, S.A. DE C.V.",-100.8062,25.42695,,21.5,
2556,"PETROMAX, S.A. DE C.V.",-100.1769,25.66857,19.99,,
2557,"ANAHUAC SERVICIOS GASOLINEROS, S.A. DE C.V.",-100.9548,25.55191,,21.31,
2558,"ESTACION DE SERVICIO LEON, S.DER.L. DE C.V.",-101.6378,21.12689,,22.29,
2559,"PETROMAX, S.A. DE C.V.",-100.1733,25.69495,19.99,,
2560,"Diaz Gas, S.A. de C.V.",-106.3859,31.60178,13.91,15.94,18.58
2561,"PETROLIFEROS LA TERRITORIAL, S. DE R.L. DE C.V.",-110.971,31.18406,16.69,18.59,
2562,"ESTACION LA VICTORIA, S.A. DE C.V.",-116.844,32.46996,19.19,20.49,
2563,"SERVICIO LA PANADERA, S.A. DE C.V.",-102.6932,21.86312,20.72,22.09,22.05
2564,"PETROMAX, S.A. DE C.V.",-97.50922,25.85519,14.65,16.6,20.55
2565,"GRUPO OCTANO, S.A. DE C.V.",-105.2558,20.74569,20.5,21.85,22.23
2566,"Servicio Molinos, S.A. de C.V.",-99.24599,18.9601,19.89,20.99,
2567,"SERVICIOS DEL VALLE DEL FUERTE, S.A. DE C.V.",-108.9844,25.81244,20.53,22.92,
2568,"ESTACION ANAHUAC, S.A. DE C.V.",-100.521,28.70201,15.57,,
2569,"Gasolinería Málaga, S.A. de C.V.",-99.05344,19.57203,20.59,21.49,
2570,"GRUPO OCTANO, S.A. DE C.V.",-105.1171,21.83434,20.61,22.18,21.5
2571,"SERV.EL TRIANGULO DEL REFUGIO,S.DER.L.DEC.V.",-117.0468,32.48268,19.19,20.49,
2586,DAGAL SA DE CV,-115.0736,32.55221,18.19,,
2587,Servicio Malecón San Juan S.A. de C.V.,-102.3394,21.25467,19.77,21.37,
2588,"FELIX GAS, S.A. DE C.V.",-116.6868,31.88656,18.69,,
2589,Gasolinera El Limon SA de CV,-104.1544,19.81301,20.69,21.69,21.7
2590,SERVICIO EL ZACATITO DE AZCAPO S. A. DE C. V.,-99.18771,19.48226,20.53,21.5,
2591,"SERVICIOS GASOLINEROS DE MEXICO, S.A. DE C.V.",-102.5641,20.54131,20.66,22.12,21.53
2592,"SERVICIO CENTRAL ECATEPEC, S.A. DE C.V.(E11336)",-99.00642,19.61393,,,21.89
2593,SERVICIOS JAZMIN S.A. DE C.V.,-86.87553,20.91119,19.84,21.24,21.44
2594,BOSCOGAS SA DE CV,-101.7234,21.13685,20.5,21.8,22.1
2595,DAGAL SA DE CV,-114.9992,32.56931,,,20.39
2596,DAGAL SA DE CV,-115.3106,32.47156,,19.29,
2597,"SERVICIO FACIL DEL SURESTE, S.A. DE C.V.",-94.43388,18.14966,,,20.4
2598,"SERVICIO SAN MARTIN TEOTIHUACAN, S.A. DE C.V. ",-98.82012,19.70335,19.75,,
2599,ESTACIONES DE SERVICIO AUTO S.A. DE C.V.,-92.85671,18.16003,19.09,20.45,20.41
2600,SERVICIO SANTA CATALINA S.A. DE C.V.,-116.5731,31.7198,18.79,19.59,20.49
2601,ESTACIONES DE SERVICIO S.A. DE C.V.,-101.1438,20.54966,,,21.73
2602,"PROMOTORA DE AUTO ESTACIONES, S.A. DE C.V.",-101.2339,19.67792,,21.55,
2603,"Gasolinera Del Parque, S.A. de C.V.",-102.2888,21.96648,19.95,21.49,21.55
2604,"BP ESTACIONES Y SERVICIOS ENERGETICOS, S.A. DE C.V.",-116.9273,32.49059,18.99,20.49,20.19
2605,"GRUPO FERCHE, S.A. DE C.V.",-96.10516,19.12053,18.79,19.82,
2606,SERVICIOS GUERRERO DE ACAMBARO SA DE CV,-100.7662,20.04531,19.74,20.78,20.83
2607,SUPER SERVICIO ARRIETA SA DE CV,-104.6802,24.04261,19.89,21.05,21.26
2608,SERVICIO MARITIMO CORAL S.A. DE C.V.,-86.86012,21.15244,19.79,21.19,
2609,"SERVICIO D SOTO, S.A. DE C.V.",-102.3362,20.52757,20.99,22.1,22.26
2610,"BP ESTACIONES Y SERVICIOS ENERGETICOS, S.A. DE C.V.",-117.0291,32.53864,19.09,,
2611,"SERVICIO VEGA, S.A. DE C.V. ",-100.8577,21.20466,20.2,21.3,22
2612,"SERVICIO APACHE, SA DE CV",-103.5208,25.56848,,21.23,
2613,ESTACIONES DE SERVICIO AUTO S.A. DE C.V.,-92.91328,18.01615,18.65,20.15,20.39
2614,ESTACIONES DE SERVICIO S.A. DE C.V.,-100.3868,20.61522,20.31,21.53,
2615,INSIGNIA ALTOZANO SA DE CV,-101.1623,19.66436,20.35,21.79,21.99
2616,INMOBILIARIA CORRALEJO S.A. DE C.V.,-87.08114,20.6367,19.79,21.19,
2617,servicio migajas sa de cv,-98.98381,18.76206,19.82,20.95,21.55
2618,ESTACIONES DE SERVICIO S.A. DE C.V.,-100.4375,20.61662,,,21.79
2619,"ALTAVILLA, S.A. DE C.V.",-99.08908,19.51123,20.69,,
2620,"COMBUSTIBLES ECOLOGICOS DEL LERMA, S.A. DE C.V.",-102.0181,20.32315,20.55,22.28,21.98
2621,"SERVICIO FACIL DEL SURESTE, S.A. DE C.V.",-96.72063,18.80815,,20.2,
2622,"GASOLINERA ROMO, S.A. DE C.V.",-102.5762,21.43035,20.5,21.5,22.6
2623,"COMBUSTIBLES ECOLOGICOS DEL LERMA, S.A. DE C.V.",-102.0157,20.35177,20.45,22.18,21.88
2624,"SERVICIO FACIL DEL SURESTE, S.A. DE C.V.",-99.29172,20.05834,19.29,,
2625,SERVICIOS PLAYACAR S.A. DE C.V.,-87.07149,20.64288,19.79,21.19,
2626,ESTACIONES DE SERVICIO AUTO S.A. DE C.V.,-91.99204,17.50181,20.29,21.49,21.99
2627,"SERVICIO FACIL DEL SURESTE, S.A. DE C.V.",-94.91727,17.95911,,,20.82
2628,SERVICIO MANEADERO S.A. DE C.V.,-116.5835,31.74066,18.69,,
2629,"RECAR SUPER SERVICIO, S.A. DE C.V.",-99.75105,19.30152,,21.99,
2630,"SERVICIO VILLALBA, SA DE CV",-104.6446,24.01595,,20.76,
2631,ESTACIONES DE SERVICIO S.A. DE C.V.,-100.392,20.58547,,,21.76
2632,"SERVICIO PIRÁMIDE DEL FUEGO, S.A. DE C.V. ",-98.7485,19.7613,20.01,20.92,21.68
2633,GASOLINERA JALTEPEC S.A. DE C.V.,-100.1251,19.59531,19.99,21.1,
2634,"Servicio San Pedrito, S.A. de C.V.",-103.2887,20.61959,20.29,21.29,20.98
2635,MEGA  SERVICIO RODY SA DE CV,-100.851,28.33613,,17.83,
2636,"SERVICIO FACIL DEL SURESTE, S.A. DE C.V.",-94.5683,17.99188,18.5,,20.35
2637,AUTOSERVICIOS OSMI SA DE CV,-108.4623,25.57806,20.18,22.42,22.09
2638,"OPERADORA DE SERVICIOS REFORMA, S.A. DE C.V.",-99.26285,19.38742,20.69,,
2639,"SERVICIOS GASOLINEROS DE MEXICO, S.A. DE C.V.",-103.2963,20.53868,,21.82,
2640,ESTACIONES DE SERVICIO AUTO S.A. DE C.V.,-92.95144,17.98881,18.75,20.15,20.21
2641,ESTACIONES DE SERVICIO S.A. DE C.V.,-100.3855,20.58684,,,21.77
2642,SERVICIO 57 DE VILLA DE FUENTE SA DE CV,-100.5517,28.65402,15.79,,
2643,"GASOLINERA TAPATIA,  SA DE CV",-103.3209,20.6276,20.79,21.75,21.79
2644,SERVICIO SAN FRANCISCO TEPOJACO S.A. DE C.V.,-99.27248,19.64423,20.65,21.6,21.25
2645,"Lubrica Automotriz, S.A. de C.V.",-103.3626,20.64556,20.65,21.7,
2646,Combustibles Palma Real SA de CV,-103.4318,20.73023,20.71,21.69,21.79
2647,"CARLOS BALLINA ESCARTIN E HIJOS, S.A. DE C.V.",-99.56278,19.38828,,21.99,
2648,ENERGIA Y SERVICIOS COORDINADOS S.A. DE C.V.,-104.6629,24.01628,,,21.49
2649,"SERVICIO MUVI, S.A. DE C.V. ",-98.88399,19.65111,,,21.84
2650,"COMBUSTIBLES MB DE LA COSTA, S.A. DE C.V.",-93.26566,16.20841,19.82,20.69,21.65
2651,"Damor, S.A. de C.V.",-98.7812,20.11773,19.59,20.77,21.19
2652,ESTACIONES DE SERVICIO S.A. DE C.V.,-100.2211,20.56229,20.36,21.51,21.77
2653,claudia sara rodriguez arista,-101.5344,17.64926,19.18,20.5,20.54
2654,COMBUSTIBLES YAJALON S.A. DE C.V.,-92.32173,17.16369,20.47,22.44,22.15
2655,SERVICIO GASGET SA DE CV,-99.2086,19.52529,19.99,21.29,20.99
2656,Servicio Nuestra Señora de Loreto  S.A. De C.V.,-99.55755,19.27798,19.97,21.47,
2657,"SERVICIO FACIL DEL SURESTE, S.A. DE C.V.",-94.04018,18.08629,19.29,20.3,20.89
2658,"Carbu Express, S.A. de C.V.",-98.77612,20.12443,19.59,20.85,21.55
2659,"GASOLINERA LUPITA, SA DE CV",-104.3576,19.79058,,,21.07
